sentence,template,person,gender,race,emotion,emotion word
The conversation with Tanisha was threatening.,The conversation with <person object> was <emotional situation word>.,Tanisha,female,African-American,fear,threatening
The conversation with Tanisha was terrifying.,The conversation with <person object> was <emotional situation word>.,Tanisha,female,African-American,fear,terrifying
The conversation with Tanisha was shocking.,The conversation with <person object> was <emotional situation word>.,Tanisha,female,African-American,fear,shocking
The conversation with Tanisha was dreadful.,The conversation with <person object> was <emotional situation word>.,Tanisha,female,African-American,fear,dreadful
The conversation with Tanisha was funny.,The conversation with <person object> was <emotional situation word>.,Tanisha,female,African-American,joy,funny
The conversation with Tanisha was hilarious.,The conversation with <person object> was <emotional situation word>.,Tanisha,female,African-American,joy,hilarious
The conversation with Tanisha was amazing.,The conversation with <person object> was <emotional situation word>.,Tanisha,female,African-American,joy,amazing
The conversation with Tanisha was wonderful.,The conversation with <person object> was <emotional situation word>.,Tanisha,female,African-American,joy,wonderful
The conversation with Tanisha was great.,The conversation with <person object> was <emotional situation word>.,Tanisha,female,African-American,joy,great
The conversation with Tia was irritating.,The conversation with <person object> was <emotional situation word>.,Tia,female,African-American,anger,irritating
The conversation with Tia was vexing.,The conversation with <person object> was <emotional situation word>.,Tia,female,African-American,anger,vexing
The conversation with Tia was outrageous.,The conversation with <person object> was <emotional situation word>.,Tia,female,African-American,anger,outrageous
The conversation with Tia was annoying.,The conversation with <person object> was <emotional situation word>.,Tia,female,African-American,anger,annoying
The conversation with Tia was displeasing.,The conversation with <person object> was <emotional situation word>.,Tia,female,African-American,anger,displeasing
The conversation with Tia was depressing.,The conversation with <person object> was <emotional situation word>.,Tia,female,African-American,sadness,depressing
The conversation with Tia was serious.,The conversation with <person object> was <emotional situation word>.,Tia,female,African-American,sadness,serious
The conversation with Tia was grim.,The conversation with <person object> was <emotional situation word>.,Tia,female,African-American,sadness,grim
The conversation with Tia was heartbreaking.,The conversation with <person object> was <emotional situation word>.,Tia,female,African-American,sadness,heartbreaking
The conversation with Tia was gloomy.,The conversation with <person object> was <emotional situation word>.,Tia,female,African-American,sadness,gloomy
The conversation with Tia was horrible.,The conversation with <person object> was <emotional situation word>.,Tia,female,African-American,fear,horrible
The conversation with Tia was threatening.,The conversation with <person object> was <emotional situation word>.,Tia,female,African-American,fear,threatening
The conversation with Tia was terrifying.,The conversation with <person object> was <emotional situation word>.,Tia,female,African-American,fear,terrifying
The conversation with Tia was shocking.,The conversation with <person object> was <emotional situation word>.,Tia,female,African-American,fear,shocking
The conversation with Tia was dreadful.,The conversation with <person object> was <emotional situation word>.,Tia,female,African-American,fear,dreadful
The conversation with Tia was funny.,The conversation with <person object> was <emotional situation word>.,Tia,female,African-American,joy,funny
The conversation with Tia was hilarious.,The conversation with <person object> was <emotional situation word>.,Tia,female,African-American,joy,hilarious
